Species,Genome composition
Anaitis plagiata cypovirus 3; cypovirus 3,dsRNA
Antheraea mylitta cypovirus 4; cypovirus 4,dsRNA
Antheraea assamensis cypovirus 4; cypovirus 4,dsRNA
Antheraea pernyi cypovirus 4; cypovirus 4,dsRNA
Heliothis armigera cypovirus 5; cypovirus 5,dsRNA
Orgyia pseudotsugata cypovirus 5; cypovirus 5,dsRNA
Aglais urticae cypovirus 6; cypovirus 6,dsRNA
Mamestra brassicae cypovirus 7; cycpovirus 7,dsRNA
Abraxas grossulariata cypovirus 8; cypovirus 8,dsRNA
Agrotis segetum cypovirus 9; cypovirus 9,dsRNA
Aedes pseudoscutellaris reovirus,dsRNA
Fiji disease virus,dsRNA
garlic dwarf virus,dsRNA
maize rough dwarf virus,dsRNA
mal de Río Cuarto virus,dsRNA
Nilaparvata lugens reovirus,dsRNA
oat sterile dwarf virus,dsRNA
pangola stunt virus,dsRNA
rice black streaked dwarf virus,dsRNA
southern rice black-streaked dwarf virus,dsRNA
Diadromus pulchellus idnoreovirus 1; idnoreovirus 1,dsRNA
Hyposoter exiguae idnoreovirus 2; idnoreovirus 2,dsRNA
Musca domestica idnoreovirus 3; idnoreovirus 3,dsRNA
Dacus oleae idnoreovirus 4; idnoreovirus 4,dsRNA
Ceratitis capita idnoreovirus 5; idnoreovirus 5,dsRNA
Drosophila melanogaster idnoreovirus 5; idnoreovirus 5,dsRNA
mycoreovirus 1,dsRNA
mycoreovirus 2,dsRNA
Rosellinia necatrix mycoreovirus 3,dsRNA
avian orthoreovirus chicken isolate,dsRNA
avian orthoreovirus turkey isolate,dsRNA
Muscovy duck reovirus goose isolate classical,dsRNA
Muscovy duck reovirus novel,dsRNA
Muscovy duck reovirus goose isolate novel,dsRNA
baboon orthoreovirus,dsRNA
Broome reovirus,dsRNA
Mahlapitsi virus,dsRNA
mammalian orthoreovirus 3,dsRNA
mammalian orthoreovirus 1,dsRNA
mammalian orthoreovirus 2,dsRNA
mammalian orthoreovirus 4,dsRNA
Nelson Bay orthoreovirus,dsRNA
Nelson Bay orthoreovirus,dsRNA
Nelson Bay orthoreovirus,dsRNA
Pycnonotidae orthoreovirus,dsRNA
psittacine orthoreovirus,dsRNA
tvarminne orthoreovirus,dsRNA
piscine orthoreovirus,dsRNA
reptilian orthoreovirus bush viper,dsRNA
chelonian orthoreovirus,dsRNA
Echinochloa ragged stunt virus,dsRNA
rice ragged stunt virus,dsRNA
Pseudomonas phage phi12,dsRNA
Pseudomonas phage phi13,dsRNA
Pseudomonas phage phi2954,dsRNA
Pseudomonas phage phi6,dsRNA
Pseudomonas phage phi8,dsRNA
Pseudomonas phage phiNN,dsRNA
Pseudomonas phage phiYY,dsRNA
Antheraea eucalypti virus,ssRNA(+)
Darna trima virus,ssRNA(+)
Dasychira pudibunda virus,ssRNA(+)
Nudaurelia capensis beta virus,ssRNA(+)
Philosamia cynthia x ricini virus,ssRNA(+)
Pseudoplusia includens virus,ssRNA(+)
Trichoplusia ni virus,ssRNA(+)
Dendrolimus punctatus virus,ssRNA(+)
Helicoverpa armigera stunt virus,ssRNA(+)
Nudaurelia capensis omega virus,ssRNA(+)
beet necrotic yellow vein virus,ssRNA(+)
beet soil-borne mosaic virus,ssRNA(+)
burdock mottle virus,ssRNA(+)
rice stripe necrosis virus,ssRNA(+)
little egret hepatitis E virus,ssRNA(+)
avian hepatitis E virus,ssRNA(+)
avian hepatitis E virus,ssRNA(+)
avian hepatitis E virus,ssRNA(+)
avian hepatitis E virus,ssRNA(+)
Desmodus bat hepatitis E virus,ssRNA(+)
bat hepatitis E virus,ssRNA(+)
horseshoe bat hepatitis E virus,ssRNA(+)
moose hepatitis E virus,ssRNA(+)
human hepatitis E virus genotype 1a,ssRNA(+)
human hepatitis E virus genotype 1a,ssRNA(+)
human hepatitis E virus genotype 2a,ssRNA(+)
swine hepatitis E virus genotype 3a,ssRNA(+)
swine hepatitis E virus genotype 4a,ssRNA(+)
wild boar hepatitis E virus genotype 5a,ssRNA(+)
wild boar hepatitis E virus genotype 6a,ssRNA(+)
camel hepatitis E virus genotype 7a,ssRNA(+)
camel hepatitis E virus genotype 8a,ssRNA(+)
vole hepatitis E virus,ssRNA(+)
rat hepatitis E virus,ssRNA(+)
rat hepatitis E virus,ssRNA(+)
ferret hepatitis E virus,ssRNA(+)
ferret hepatitis E virus,ssRNA(+)
cutthroat trout virus,ssRNA(+)
rubella virus,ssRNA(+)
rubella virus,ssRNA(+)
ruhugu virus,ssRNA(+)
rustrela virus,ssRNA(+)
alfalfa mosaic virus,ssRNA(+)
Amazon lily mild mottle virus,ssRNA(+)
grapevine line pattern virus,ssRNA(+)
grapevine line pattern virus,ssRNA(+)
Pelargonium zonate spot virus,ssRNA(+)
broad bean mottle virus,ssRNA(+)
brome mosaic virus,ssRNA(+)
Sambucus virus S,ssRNA(+)
cassia yellow blotch virus,ssRNA(+)
cowpea chlorotic mottle virus,ssRNA(+)
Melandrium yellow fleck virus,ssRNA(+)
spring beauty latent virus,ssRNA(+)
cucumber mosaic virus,ssRNA(+)
gayfeather mild mottle virus,ssRNA(+)
peanut stunt virus,ssRNA(+)
tomato aspermy virus,ssRNA(+)
Ageratum latent virus 1998,ssRNA(+)
American plum line pattern virus,ssRNA(+)
apple mosaic virus,ssRNA(+)
asparagus virus 2,ssRNA(+)
blackberry chlorotic ringspot virus,ssRNA(+)
blueberry shock virus,ssRNA(+)
citrus leaf rugose virus,ssRNA(+)
citrus variegation virus,ssRNA(+)
elm mottle virus,ssRNA(+)
Fragaria chiloensis latent virus,ssRNA(+)
Humulus japonicus latent virus,ssRNA(+)
lilac leaf chlorosis virus,ssRNA(+)
lilac ring mottle virus,ssRNA(+)
Parietaria mottle virus,ssRNA(+)
privet ringspot virus,ssRNA(+)
prune dwarf virus,ssRNA(+)
Prunus necrotic ringspot virus,ssRNA(+)
spinach latent virus,ssRNA(+)
strawberry necrotic shock virus,ssRNA(+)
tobacco streak virus,ssRNA(+)
tomato necrotic streak virus,ssRNA(+)
Tulare apple mosaic virus,ssRNA(+)
olive latent virus 2,ssRNA(+)
air potato ampelovirus 1,ssRNA(+)
blackberry vein banding-associated virus,ssRNA(+)
grapevine leafroll-associated virus 1,ssRNA(+)
grapevine leafroll-associated virus 13,ssRNA(+)
grapevine leafroll-associated virus 3,ssRNA(+)
grapevine leafroll-associated virus 4,ssRNA(+)
little cherry virus 2,ssRNA(+)
pineapple mealybug wilt-associated virus 1,ssRNA(+)
pineapple mealybug wilt-associated virus 2,ssRNA(+)
pineapple mealybug wilt-associated virus 3,ssRNA(+)
pistachio ampelovirus,ssRNA(+)
plum bark necrosis stem pitting-associated virus,ssRNA(+)
yam asymptomatic virus 1,ssRNA(+)
blueberry virus a,ssRNA(+)
arracacha virus 1,ssRNA(+)
beet yellow stunt virus,ssRNA(+)
beet yellows virus,ssRNA(+)
blackcurrant closterovirus 1,ssRNA(+)
burdock yellows virus,ssRNA(+)
carnation necrotic fleck virus,ssRNA(+)
carrot closterovirus 1,ssRNA(+)
carrot yellow leaf virus,ssRNA(+)
citrus tristeza virus,ssRNA(+)
grapevine leafroll-associated virus 2,ssRNA(+)
mint virus 1,ssRNA(+)
raspberry leaf mottle virus,ssRNA(+)
rehmannia virus 1,ssRNA(+)
rose leaf rosette-associated virus,ssRNA(+)
strawberry chlorotic fleck-associated virus,ssRNA(+)
tobacco virus 1,ssRNA(+)
wheat yellow leaf virus,ssRNA(+)
abutilon yellows virus,ssRNA(+)
bean yellow disorder virus,ssRNA(+)
beet pseudoyellows virus,ssRNA(+)
blackberry yellow vein-associated virus,ssRNA(+)
cucurbit yellow stunting disorder virus,ssRNA(+)
diodia vein chlorosis virus,ssRNA(+)
lettuce chlorosis virus,ssRNA(+)
lettuce infectious yellows virus,ssRNA(+)
potato yellow vein virus,ssRNA(+)
strawberry pallidosis-associated virus,ssRNA(+)
sweet potato chlorotic stunt virus,ssRNA(+)
tetterwort vein chlorosis virus,ssRNA(+)
tomato chlorosis virus,ssRNA(+)
tomato infectious chlorosis virus,ssRNA(+)
mint vein banding-associated virus,ssRNA(+)
actinidia virus 1,ssRNA(+)
olive leaf yellowing-associated virus,ssRNA(+)
persimmon virus b,ssRNA(+)
areca palm velarivirus 1,ssRNA(+)
cordyline virus 1,ssRNA(+)
cordyline virus 2,ssRNA(+)
cordyline virus 3,ssRNA(+)
cordyline virus 4,ssRNA(+)
grapevine leafroll-associated virus 7,ssRNA(+)
little cherry virus 1,ssRNA(+)
Malus domestica virus A,ssRNA(+)
Agaricus bisporus endornavirus 1,ssRNA(+)
Basella alba endornavirus 1,ssRNA(+)
bell pepper endornavirus,ssRNA(+)
cluster bean endornavirus,ssRNA(+)
Cucumis melo endornavirus,ssRNA(+)
Erysiphe cichoracearum endornavirus,ssRNA(+)
grapevine endophyte endornavirus,ssRNA(+)
Helianthus annuus endornaviru,ssRNA(+)
Helicobasidium mompa endornavirus 1,ssRNA(+)
Hordeum vulgare endornavirus,ssRNA(+)
hot pepper endornavirus,ssRNA(+)
Lagenaria siceraria endornavirus,ssRNA(+)
Oryza rufipogon endornavirus,ssRNA(+)
Oryza sativa endornavirus,ssRNA(+)
Persea americana endornavirus 1,ssRNA(+)
Phaseolus vulgaris endornavirus 1,ssRNA(+)
Phaseolus vulgaris endornavirus 2,ssRNA(+)
Phaseolus vulgaris endornavirus 3,ssRNA(+)
Phytophthora endornavirus 1,ssRNA(+)
Rhizoctonia cerealis endornavirus 1,ssRNA(+)
Rhizoctonia solani endornavirus 2,ssRNA(+)
Vicia faba endornavirus,ssRNA(+)
winged bean endornavirus 1,ssRNA(+)
yerba mate endornavirus,ssRNA(+)
Alternaria brassicicola endornavirus 1,ssRNA(+)
Botrytis cinerea endornavirus 1,ssRNA(+)
Gremmeniella abietina endornavirus 1,ssRNA(+)
Rosellinia necatrix endornavirus 1,ssRNA(+)
Sclerotinia minor endornavirus 1,ssRNA(+)
Sclerotinia sclerotiorum endornavirus 1,ssRNA(+)
Tuber aestivum endornavirus,ssRNA(+)
Tea plant necrotic ring blotch virus,ssRNA(+)
Tomato fruit blotch virus,ssRNA(+)
blueberry necrotic ring blotch virus,ssRNA(+)
Ligustrum leprosis virus,ssRNA(+)
Citrus leprosis virus C2,ssRNA(+)
Citrus leprosis virus C,ssRNA(+)
Ligustrum chlorotic spot virus,ssRNA(+)
Hibiscus yellow blotch virus,ssRNA(+)
passion fruit green spot virus,ssRNA(+)
Solanun violifolium ringspot virus,ssRNA(+)
Hibiscus green spot virus 2,ssRNA(+)
privet leaf blotch-associated virus,ssRNA(+)
raspberry bushy dwarf virus,ssRNA(+)
Japanese holly fern mottle virus,ssRNA(+)
maize-associated pteridovirus,ssRNA(+)
Aura virus,ssRNA(+)
Barmah Forest virus,ssRNA(+)
bebaru virus,ssRNA(+)
Caainguá virus,ssRNA(+)
Cabassou virus; Venezuelan equine encephalitis virus V,ssRNA(+)
chikungunya virus,ssRNA(+)
chikungunya virus,ssRNA(+)
eastern equine encephalitis virus North American,ssRNA(+)
Eilat virus,ssRNA(+)
Everglades virus; Venezuelan equine encephalitis virus II,ssRNA(+)
Fort Morgan virus,ssRNA(+)
Buggy Creek virus,ssRNA(+)
getah virus,ssRNA(+)
getah virus; Sagiyama virus,ssRNA(+)
getah virus; alphavirus M1,ssRNA(+)
Highlands J virus,ssRNA(+)
Madariaga virus; eastern equine encephalitis virus South American,ssRNA(+)
Madariaga virus; eastern equine encephalitis virus South American,ssRNA(+)
Madariaga virus; eastern equine encephalitis virus South American,ssRNA(+)
Mayaro virus,ssRNA(+)
Middelburg virus,ssRNA(+)
Middelburg virus,ssRNA(+)
Mosso das Pedras virus; Venezuelan equine encephalitis virus IF,ssRNA(+)
Mucambo virus; Venezuelan equine encephalitis virus IIIA,ssRNA(+)
Ndumu virus,ssRNA(+)
o'nyong-nyong virus,ssRNA(+)
o'nyong-nyong virus,ssRNA(+)
o'nyong-nyong virus; Igbo Ora virus,ssRNA(+)
Pixuna virus; Venezuelan equine encephalitis virus IV,ssRNA(+)
Rio Negro virus; Venezuelan equine encephalitis virus VI,ssRNA(+)
Ross River virus,ssRNA(+)
Ross River virus,ssRNA(+)
salmon pancreas disease virus; sleeping disease virus,ssRNA(+)
Semliki Forest virus,ssRNA(+)
Semliki Forest virus,ssRNA(+)
Sindbis virus,ssRNA(+)
Sindbis virus; Ockelbo virus,ssRNA(+)
Sindbis virus; Babanki virus,ssRNA(+)
Sindbis virus,ssRNA(+)
Sindbis virus,ssRNA(+)
southern elephant seal virus,ssRNA(+)
Tonate virus; Venezuelan equine encephalitis virus IIIB,ssRNA(+)
Trocara virus,ssRNA(+)
Trocara virus,ssRNA(+)
Una virus,ssRNA(+)
Una virus,ssRNA(+)
Venezuelan equine encephalitis virus; Venezuelan equine encephalitis virus IAB,ssRNA(+)
Venezuelan equine encephalitis virus; Venezuelan equine encephalitis virus IC,ssRNA(+)
Venezuelan equine encephalitis virus; Venezuelan equine encephalitis virus ID,ssRNA(+)
Venezuelan equine encephalitis virus; Venezuelan equine encephalitis virus IE,ssRNA(+)
Venezuelan equine encephalitis virus; Venezuelan equine encephalitis virus IIIC,ssRNA(+)
western equine encephalitis virus; western equine encephalitis virus South American,ssRNA(+)
western equine encephalitis virus; western equine encephalitis virus North American,ssRNA(+)
Whataroa virus,ssRNA(+)
Chinese wheat mosaic virus,ssRNA(+)
Japanese soil-borne wheat mosaic virus,ssRNA(+)
French barley mosaic virus,ssRNA(+)
oat golden stripe virus,ssRNA(+)
European wheat mosaic virus; Soil-borne rye mosaic virus,ssRNA(+)
soil-borne wheat mosaic virus,ssRNA(+)
Sorghum chlorotic spot virus,ssRNA(+)
Drakaea virus A,ssRNA(+)
gentian ovary ringspot virus,ssRNA(+)
Anthoxanthum latent blanching virus,ssRNA(+)
barley stripe mosaic virus,ssRNA(+)
Lychnis ringspot virus,ssRNA(+)
Poa semilatent virus,ssRNA(+)
Indian peanut clump virus,ssRNA(+)
peanut clump virus,ssRNA(+)
beet soil-borne virus,ssRNA(+)
beet virus Q,ssRNA(+)
broad bean necrosis virus,ssRNA(+)
Colombian potato soil-borne virus,ssRNA(+)
potato mop-top virus,ssRNA(+)
bell pepper mottle virus,ssRNA(+)
Brugmansia mild mottle virus,ssRNA(+)
cactus mild mottle virus,ssRNA(+)
Clitoria yellow mottle virus,ssRNA(+)
cucumber fruit mottle mosaic virus,ssRNA(+)
cucumber green mottle mosaic virus,ssRNA(+)
cucumber mottle virus,ssRNA(+)
Frangipani mosaic virus,ssRNA(+)
Hibiscus latent Fort Pierce virus,ssRNA(+)
Hibiscus latent Singapore virus,ssRNA(+)
Kyuri green mottle mosaic virus,ssRNA(+)
maracuja mosaic virus,ssRNA(+)
Obuda pepper virus,ssRNA(+)
Odontoglossum ringspot virus,ssRNA(+)
Sammons's Opuntia virus,ssRNA(+)
paprika mild mottle virus,ssRNA(+)
passion fruit mosaic virus,ssRNA(+)
pepper mild mottle virus,ssRNA(+)
Plumeria mosaic virus,ssRNA(+)
rattail cactus necrosis-associated virus,ssRNA(+)
Rehmannia mosaic virus,ssRNA(+)
ribgrass mosaic virus,ssRNA(+)
Streptocarpus flower break virus,ssRNA(+)
sunn-hemp mosaic virus,ssRNA(+)
tobacco latent virus; Nigerian tobacco latent virus,ssRNA(+)
tobacco mild green mosaic virus,ssRNA(+)
tobacco mosaic virus,ssRNA(+)
tomato brown rugose fruit virus,ssRNA(+)
tomato mosaic virus,ssRNA(+)
tomato mottle mosaic virus,ssRNA(+)
tropical soda apple mosaic virus,ssRNA(+)
turnip vein-clearing virus,ssRNA(+)
Ullucus mild mottle virus,ssRNA(+)
wasabi mottle virus,ssRNA(+)
yellow tailflower mild mottle virus,ssRNA(+)
youcai mosaic virus; oil-seed rape mosaic virus,ssRNA(+)
zucchini green mottle mosaic virus,ssRNA(+)
pea early-browning virus,ssRNA(+)
pepper ringspot virus,ssRNA(+)
tobacco rattle virus,ssRNA(+)
garlic virus A,ssRNA(+)
garlic virus B,ssRNA(+)
garlic virus C,ssRNA(+)
garlic virus D,ssRNA(+)
garlic virus E,ssRNA(+)
garlic virus X,ssRNA(+)
shallot virus X,ssRNA(+)
Alfalfa virus S,ssRNA(+)
Arachis pintoi virus,ssRNA(+)
blackberry virus E,ssRNA(+)
garlic mite-borne filamentous virus,ssRNA(+)
Senna severe yellow mosaic virus,ssRNA(+)
Vanilla latent virus,ssRNA(+)
Botrytis virus X,ssRNA(+)
lolium latent virus,ssRNA(+)
donkey orchid symptomless virus,ssRNA(+)
citrus yellow mottle-associated virus,ssRNA(+)
citrus yellow vein clearing virus,ssRNA(+)
Indian citrus ringspot virus,ssRNA(+)
allium virus X,ssRNA(+)
alstroemeria virus X,ssRNA(+)
alternanthera mosaic virus,ssRNA(+)
Ambrosia asymptomatic virus 1,ssRNA(+)
asparagus virus 3,ssRNA(+)
scallion virus X,ssRNA(+)
Babaco mosaic virus,ssRNA(+)
bamboo mosaic virus,ssRNA(+)
cactus virus X,ssRNA(+)
Cassava Colombian symptomless virus,ssRNA(+)
cassava common mosaic virus,ssRNA(+)
cassava virus X,ssRNA(+)
clover yellow mosaic virus,ssRNA(+)
Cnidium virus X,ssRNA(+)
cymbidium mosaic virus,ssRNA(+)
Euonymus yellow mottle associated virus,ssRNA(+)
Euonymus yellow vein virus ,ssRNA(+)
foxtail mosaic virus,ssRNA(+)
hosta virus X,ssRNA(+)
hydrangea ringspot virus,ssRNA(+)
lagenaria mild mosaic virus,ssRNA(+)
lettuce virus X,ssRNA(+)
lily virus X,ssRNA(+)
malva mosaic virus,ssRNA(+)
mint virus X,ssRNA(+)
narcissus mosaic virus,ssRNA(+)
nerine virus X,ssRNA(+)
opuntia virus X,ssRNA(+)
papaya mosaic virus,ssRNA(+)
pepino mosaic virus,ssRNA(+)
phaius virus X,ssRNA(+)
Pitaya virus X,ssRNA(+)
plantago asiatica mosaic virus,ssRNA(+)
plantain virus X,ssRNA(+)
potato aucuba mosaic virus,ssRNA(+)
potato virus X,ssRNA(+)
schlumbergera virus X,ssRNA(+)
Senna mosaic virus,ssRNA(+)
strawberry mild yellow edge virus,ssRNA(+)
tamus red mosaic virus,ssRNA(+)
tulip virus X,ssRNA(+)
Turtle grass virus X,ssRNA(+)
Vanilla virus X,ssRNA(+)
white clover mosaic virus,ssRNA(+)
yam virus X,ssRNA(+)
zygocactus virus X,ssRNA(+)
Sclerotinia sclerotiorum debilitation-associated RNA virus,ssRNA(+)
banana mild mosaic virus,ssRNA(+)
Musa ornata-associated banmivirus,ssRNA(+)
aconitum latent virus,ssRNA(+)
american hop latent virus,ssRNA(+)
Atractylodes mottle virus,ssRNA(+)
blueberry scorch virus,ssRNA(+)
butterbur mosaic virus,ssRNA(+)
cactus virus 2,ssRNA(+)
caper latent virus,ssRNA(+)
aconite virus A,ssRNA(+)
Agapanthus carlavirus B,ssRNA(+)
birch carlavirus,ssRNA(+)
cactus carlavirus 1,ssRNA(+)
cactus carlavirus 2,ssRNA(+)
Clivia carlavirus A,ssRNA(+)
chrysanthemum virus R,ssRNA(+)
papaya mild mottle associated virus,ssRNA(+)
papaya mottle-associated virus,ssRNA(+)
pepper virus A,ssRNA(+)
rose virus A,ssRNA(+)
rose virus B,ssRNA(+)
soybean carlavirus 1,ssRNA(+)
shallot virus S,ssRNA(+)
carnation latent virus,ssRNA(+)
chrysanthemum virus B,ssRNA(+)
cole latent virus,ssRNA(+)
coleus vein necrosis virus,ssRNA(+)
cowpea mild mottle virus,ssRNA(+)
cucumber vein-clearing virus,ssRNA(+)
daphne virus S,ssRNA(+)
gaillardia latent virus,ssRNA(+)
garlic common latent virus,ssRNA(+)
helenium virus S,ssRNA(+)
helleborus mosaic virus,ssRNA(+)
helleborus net necrosis virus,ssRNA(+)
hippeastrum latent virus,ssRNA(+)
hop latent virus,ssRNA(+)
hop mosaic virus,ssRNA(+)
hydrangea chlorotic mottle virus,ssRNA(+)
kalanchoë latent virus,ssRNA(+)
ligustrum necrotic ringspot virus,ssRNA(+)
Ligustrum virus A,ssRNA(+)
lily symptomless virus,ssRNA(+)
melon yellowing-associated virus,ssRNA(+)
Mirabilis jalapa mottle virus,ssRNA(+)
narcissus common latent virus,ssRNA(+)
nerine latent virus,ssRNA(+)
passiflora latent virus,ssRNA(+)
pea streak virus,ssRNA(+)
phlox virus B,ssRNA(+)
phlox virus M,ssRNA(+)
phlox virus S,ssRNA(+)
poplar mosaic virus,ssRNA(+)
potato latent virus,ssRNA(+)
potato virus H,ssRNA(+)
potato virus M,ssRNA(+)
potato virus P,ssRNA(+)
potato virus S,ssRNA(+)
red clover vein mosaic virus,ssRNA(+)
elderberry carlavirus C,ssRNA(+)
elderberry carlavirus D,ssRNA(+)
elderberry carlavirus E,ssRNA(+)
shallot latent virus,ssRNA(+)
Sint-jan's onion latent virus,ssRNA(+)
strawberry pseudo mild yellow edge virus,ssRNA(+)
sweet potato C6 virus,ssRNA(+)
sweet potato chlorotic fleck virus,ssRNA(+)
verbena latent virus,ssRNA(+)
Yam latent virus,ssRNA(+)
apple stem pitting virus,ssRNA(+)
apricot latent virus,ssRNA(+)
Asian prunus virus 1,ssRNA(+)
Asian prunus virus 2,ssRNA(+)
cherry virus B,ssRNA(+)
camellia ringspot associated virus 4,ssRNA(+)
grapevine foveavirus A,ssRNA(+)
Rubus virus 1,ssRNA(+)
grapevine rupestris stem pitting-associated virus,ssRNA(+)
grapevine virus T,ssRNA(+)
peach chlorotic mottle virus,ssRNA(+)
Rubus canadensis virus 1,ssRNA(+)
african oil palm ringspot virus,ssRNA(+)
cherry green ring mottle virus,ssRNA(+)
cherry necrotic rusty mottle virus,ssRNA(+)
cherry rusty mottle associated virus,ssRNA(+)
cherry twisted leaf associated virus,ssRNA(+)
sugarcane striate mosaic-associated virus,ssRNA(+)
banana virus X,ssRNA(+)
apple stem grooving virus,ssRNA(+)
loquat virus A,ssRNA(+)
rubber tree virus 1,ssRNA(+)
cherry virus A,ssRNA(+)
currant virus A,ssRNA(+)
mume virus A,ssRNA(+)
carrot Ch virus 1,ssRNA(+)
carrot Ch virus 2,ssRNA(+)
hogweed virus 4,ssRNA(+)
lettuce chordovirus 1,ssRNA(+)
citrus leaf blotch virus,ssRNA(+)
diuris virus A,ssRNA(+)
diuris virus B,ssRNA(+)
hardenbergia virus A,ssRNA(+)
actinidia seed borne latent virus,ssRNA(+)
apricot vein clearing associated virus,ssRNA(+)
caucasus prunus virus,ssRNA(+)
Camellia ringspot associated virus 1,ssRNA(+)
Ribes americanum virus A,ssRNA(+)
potato virus T,ssRNA(+)
prunus virus T,ssRNA(+)
Agave virus T,ssRNA(+)
cherry virus T,ssRNA(+)
Zostera virus T,ssRNA(+)
apple chlorotic leaf spot virus,ssRNA(+)
apricot pseudo-chlorotic leaf spot virus,ssRNA(+)
cherry mottle leaf virus,ssRNA(+)
grapevine berry inner necrosis virus,ssRNA(+)
grapevine pinot gris virus,ssRNA(+)
peach mosaic virus,ssRNA(+)
phlomis mottle virus,ssRNA(+)
cherry latent virus 1,ssRNA(+)
peach chlorotic leaf spot virus,ssRNA(+)
peach virus M,ssRNA(+)
actinidia virus A,ssRNA(+)
actinidia virus B,ssRNA(+)
Arracacha virus V,ssRNA(+)
blackberry virus A,ssRNA(+)
grapevine virus A,ssRNA(+)
grapevine virus B,ssRNA(+)
grapevine virus D,ssRNA(+)
grapevine virus E,ssRNA(+)
grapevine virus F,ssRNA(+)
grapevine virus G,ssRNA(+)
grapevine virus H,ssRNA(+)
grapevine virus I,ssRNA(+)
grapevine virus J,ssRNA(+)
heracleum latent virus,ssRNA(+)
mint virus 2,ssRNA(+)
blueberry green mosaic associated virus,ssRNA(+)
grapevine virus L,ssRNA(+)
watermelon virus A,ssRNA(+)
Fusarium graminearum deltaflexivirus 1,ssRNA(+)
Sclerotinia sclerotiorum deltaflexivirus 1,ssRNA(+)
soybean leaf-associated mycoflexivirus 1,ssRNA(+)
Entoleuca gammaflexivirus 1,ssRNA(+)
Pistacia-associated flexivirus 1,ssRNA(+)
Botrytis virus F,ssRNA(+)
Entoleuca gammaflexivirus 2,ssRNA(+)
grapevine fleck virus,ssRNA(+)
grapevine asteroid mosaic associated virus,ssRNA(+)
oat blue dwarf virus,ssRNA(+)
citrus sudden death-associated virus,ssRNA(+)
Bermuda grass etched-line virus,ssRNA(+)
maize rayado fino virus,ssRNA(+)
alfalfa virus F,ssRNA(+)
nectarine marafivirus M,ssRNA(+)
olive latent virus 3,ssRNA(+)
peach virus D,ssRNA(+)
blackberry virus S,ssRNA(+)
Sorghum almum marafivirus,ssRNA(+)
grapevine Syrah virus 1,ssRNA(+)
okra mosaic virus,ssRNA(+)
Anagyris vein yellowing virus,ssRNA(+)
peanut yellow mosaic virus,ssRNA(+)
Belladonna mottle virus,ssRNA(+)
turnip yellow mosaic virus,ssRNA(+)
Calopogonium yellow vein virus,ssRNA(+)
Chayote mosaic virus,ssRNA(+)
Chiltepin yellow mosaic virus,ssRNA(+)
Clitoria yellow vein virus,ssRNA(+)
wild cucumber mosaic virus,ssRNA(+)
Desmodium yellow mottle virus,ssRNA(+)
Dulcamara mottle virus,ssRNA(+)
Erysimum latent virus,ssRNA(+)
Kennedya yellow mosaic virus,ssRNA(+)
Andean potato latent virus,ssRNA(+)
tomato blistering mosaic tymovirus,ssRNA(+)
eggplant mosaic virus,ssRNA(+)
melon rugose mosaic virus,ssRNA(+)
Andean potato mild mosaic virus,ssRNA(+)
naranjilla chlorotic mosaic virus,ssRNA(+)
Nemesia ring necrosis virus,ssRNA(+)
Ononis yellow mosaic virus,ssRNA(+)
passion fruit yellow mosaic virus,ssRNA(+)
Petunia vein banding virus,ssRNA(+)
